IDN,ID_MJ,MPA_NAME,COUNTRY,REGION,DESGNATION,STATUS,CATEGORY,CATEGORY2,YEAR,ZONE,MANAGED_BY,IUCN,NOTES,AREAKM_DEC,AREAKM_ACT,PERIKM_ACT,POINT_X,POINT_Y,ogc_fid,pxlval,area_m2,int_aream2_2016
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,272257.00000000000,"1",18061.6141,18061.6141
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,272242.00000000000,"1",304646.3260,304646.3260
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,272243.00000000000,"1",3612.3698,3612.3698
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,272244.00000000000,"1",79472.1623,79472.1623
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,272245.00000000000,"1",7224.7345,7224.7345
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,272238.00000000000,"1",8428.9284,8428.9284
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463359.00000000000,"1",7226.3888,2823.5845
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,272239.00000000000,"1",3010.3282,3010.3282
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463360.00000000000,"1",38540.8351,34998.4077
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,272240.00000000000,"1",602.0654,602.0654
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,272241.00000000000,"1",602.0647,602.0647
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,272250.00000000000,"1",3612.3605,3612.3605
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,272251.00000000000,"1",9030.9114,9030.9114
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,272252.00000000000,"1",18663.8423,18663.8423
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,272253.00000000000,"1",28296.7188,28296.7188
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,272246.00000000000,"1",4816.4785,4816.4785
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,272247.00000000000,"1",7224.7326,7224.7326
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463368.00000000000,"1",1806.5852,1806.5852
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463369.00000000000,"1",22883.4022,5.2858
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,272249.00000000000,"1",65624.6692,65624.6692
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463363.00000000000,"1",7226.3698,7226.3698
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463365.00000000000,"1",2408.7881,2408.7881
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463342.00000000000,"1",1204.4224,1204.4224
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463344.00000000000,"1",7828.7032,7828.7032
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463345.00000000000,"1",2408.8223,2408.8223
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463338.00000000000,"1",1806.6383,1806.6383
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,272236.00000000000,"1",47563.4456,47563.4456
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463341.00000000000,"1",1603741.5659,589304.2437
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,272231.00000000000,"1",10235.2161,10235.2161
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463329.00000000000,"1",148748.9443,148748.9443
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463323.00000000000,"1",21077.7955,21077.7955
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463325.00000000000,"1",1204.4417,1204.4417
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463334.00000000000,"1",1806.6482,974.1409
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463335.00000000000,"1",1204.4309,1204.4309
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463330.00000000000,"1",4215.5246,4215.5246
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463333.00000000000,"1",1204.4322,1204.4322
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463321.00000000000,"1",9033.3464,9033.3464
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463422.00000000000,"1",1204.3158,1204.3158
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463425.00000000000,"1",267356.8040,111817.5803
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463418.00000000000,"1",3612.9863,3612.9863
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463419.00000000000,"1",9032.4461,3294.8859
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463420.00000000000,"1",1204.3216,1204.3216
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463421.00000000000,"1",1204.3187,1204.3187
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463430.00000000000,"1",535311.7212,486105.7839
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463431.00000000000,"1",6623.5953,2033.9409
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463432.00000000000,"1",602.1449,602.1449
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463429.00000000000,"1",1238037.7786,1099534.8133
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463407.00000000000,"1",4215.2325,4215.2325
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463408.00000000000,"1",21678.3253,17646.7301
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463409.00000000000,"1",4817.3803,4817.3803
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463402.00000000000,"1",3613.0847,3613.0847
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463403.00000000000,"1",7226.1438,2896.5457
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463404.00000000000,"1",6021.7758,6021.7758
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463414.00000000000,"1",10236.8884,10236.8884
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463415.00000000000,"1",37334.6338,7231.5414
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463416.00000000000,"1",4215.1849,4215.1849
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463417.00000000000,"1",6021.6924,6021.6924
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463410.00000000000,"1",102369.4285,102369.4285
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463411.00000000000,"1",6021.7222,6021.7222
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463412.00000000000,"1",614824.9044,243621.0167
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463413.00000000000,"1",1806.5103,1806.5103
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463393.00000000000,"1",3613.1031,3613.1031
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463388.00000000000,"1",1204.3711,1204.3711
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463399.00000000000,"1",4215.2801,4215.2801
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463400.00000000000,"1",3613.0933,3613.0933
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463401.00000000000,"1",25291.6965,25291.6965
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463396.00000000000,"1",56605.5513,56605.5513
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463397.00000000000,"1",3010.9160,3010.9160
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463374.00000000000,"1",7226.2830,7226.2830
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463370.00000000000,"1",12043.9049,12043.9049
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463371.00000000000,"1",2408.7701,2408.7701
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463466.00000000000,"1",248066.7282,85432.8141
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463455.00000000000,"1",14450.5452,61.4899
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463457.00000000000,"1",397997.0837,31264.5589
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463290.00000000000,"1",3613.4009,3613.4009
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463450.00000000000,"1",69242.9545,69242.9545
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463451.00000000000,"1",20471.7645,1296.6329
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463303.00000000000,"1",4215.6143,4215.6143
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463462.00000000000,"1",181836.1465,181836.1465
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463305.00000000000,"1",4817.8353,4817.8353
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463464.00000000000,"1",4214.7094,4214.7094
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463300.00000000000,"1",3613.3854,3613.3854
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463459.00000000000,"1",11439.9836,2197.0952
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463301.00000000000,"1",957552.6538,957552.6538
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463460.00000000000,"1",73456.8739,22088.0342
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463461.00000000000,"1",3612.6242,3581.4626
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463438.00000000000,"1",50579.3870,50579.3870
"33","72",Mafia Island,Tanzania,Tanzania,Marine Park,Working,National,National,"1995",Multiple-use Zone,Marine Parks and Reserves Unit (MPRU),IV,Overlap w/ Jujima & Hibama Mashariki LMMAs,"822",711.78100000000,167.38800000000,39.66240000000,-8.00455000000,463274.00000000000,"1",6624.6187,6624.6187
